Id,Transaction ID,Customer ID,Customer Name,Bank Name,Transaction Amount (EUR),Merchant Name,Merchant Type,Transaction Country,Transaction Type
10,b985d7fa-c8c4-4bc4-b1c7-ef3a403e8f69,83bf4788-c448-4b69-b9da-4d4175de4d2c,Adeline Lockman Vandervort,Shady Bank,922882.38,Concepcion Bayer Fay,Fuel,Botswana,CONTACTLESS
11,c7223628-c77f-4fb6-b18e-6be901862f7b,0f5d5a82-828e-4407-b9e7-7c68e4d688bd,Barbera Ebert Jenkins,Cobol Systems Bank,32727.12,Stan Simonis Welch,Clothing,Dominica,CHIP AND PIN
12,7abd75f3-6e3a-4f7e-9587-ca7c50b6006d,fd47ec79-e781-4051-b2b4-ae481e3d9d4e,Carylon Blick Lockman Jr.,Shady Bank,596089.4,Miss Clora Schmidt Reinger,Online Services,El Salvador,CONTACTLESS
13,a1ecbd51-4b28-4c1f-b0a3-9a9074da9ce6,919c7baa-c0e8-4c36-98e1-01af1e0f671e,Donovan Hauck Konopelski,Cobol Systems Bank,845915.41,Octavia Braun Rice IV,Supermarket,Ivory Coast,ECOM
14,2f619a22-d829-4a1d-8b48-27dbf8055c0f,19cfbdd8-6d6c-48c4-b1b5-6cde1c6fd425,Charmain Herzog Cremin,Cobol Systems Bank,370626.23,Miss Clora Schmidt Reinger,Online Services,Christmas Island,MAGNETIC STRIPE
15,046089a7-b0b0-48db-b793-430d70b769b4,919c7baa-c0e8-4c36-98e1-01af1e0f671e,Donovan Hauck Konopelski,Cobol Systems Bank,-845915.41,Octavia Braun Rice IV,Supermarket,Ivory Coast,ECOM
16,acf96e7b-b177-4e94-8f14-1ce40778be42,d728eb50-a521-4695-a948-1686bdff04cd,Dr. Jame Konopelski Metz,Unknown Bank,-239742.81,Cher McDermott Prosacco,Fast Food,Liberia,MAGNETIC STRIPE
17,11a4828b-d61d-4ab0-bf3c-a2bb14f6f635,512e63e9-2654-40b3-8cfd-c8535da2d056,Luvenia Grant Feeney,Challenger Bank,703953.97,Stan Simonis Welch,Clothing,Croatia,MAGNETIC STRIPE
18,d7b9370f-353b-4ee4-8bba-7a1203e06e7e,b2a8ec7c-a347-4c17-839c-0ac68a0b3418,Dian Zulauf Stanton,Challenger Bank,33859.89,Fabian Smith Frami V,Health Care,Albania,CHIP AND PIN
19,af792526-06cd-458e-b248-3accfb9d4665,ba216bc7-4014-429b-a736-eaff161e06c0,Charley Boyer Harber,Shady Bank,478904.83,Amos Kunze Strosin,Online Services,French Guiana,MAGNETIC STRIPE
20,b598bc1e-9ba5-4fa9-94f7-f5c8add360b1,d728eb50-a521-4695-a948-1686bdff04cd,Dr. Jame Konopelski Metz,Unknown Bank,239742.81,Cher McDermott Prosacco,Fast Food,Liberia,MAGNETIC STRIPE
21,d496a688-4301-4728-b3bf-6e6884808ae1,300e13f0-a69a-483c-a4ae-e5290fd13686,Mrs. Beau Wolf Koch,Shady Bank,609443.75,Miss Clora Schmidt Reinger,Online Services,Italy,ECOM
22,1397ca8a-b8f7-43cc-bd81-99112ea8d480,d05f790a-3f43-49d8-b4d3-5868d7c70427,Pedro Rath Parisian,Unknown Bank,385723.58,Stan Simonis Welch,Clothing,Moldova,CONTACTLESS
23,a60fdb42-a31c-422f-9aa0-10c12d6adfe9,75bb9e79-fe49-4244-a96e-d120da88aab4,Kerrie Hickle Hodkiewicz,Archaic Big Bank,933830.42,Octavia Braun Rice IV,Supermarket,Uganda,MAGNETIC STRIPE
24,127fc0db-5873-47a0-92b5-a1633869b61a,fd47ec79-e781-4051-b2b4-ae481e3d9d4e,Carylon Blick Lockman Jr.,Shady Bank,-596089.4,Miss Clora Schmidt Reinger,Online Services,El Salvador,CONTACTLESS
25,5ff5ad78-b04f-4bb0-baee-e4c0e9bf6379,18f39a95-43b3-47fa-aea3-ee9c6496524a,Blake Weimann Rippin,Shady Bank,928196.82,Octavia Braun Rice IV,Supermarket,Maldives,CONTACTLESS
26,14ffa94c-6fca-4b58-8a6d-d823d8c9f94f,95b796d6-c89b-48ae-8cbd-7119046a7ae2,Dexter Zboncak Leannon DDS,Archaic Small Time Bank,467944.85,Ellyn Tillman Gulgowski III,Supermarket,South Korea,CHIP AND PIN
27,fc575378-c633-49bd-ac0f-b77fae619cda,19cfbdd8-6d6c-48c4-b1b5-6cde1c6fd425,Charmain Herzog Cremin,Cobol Systems Bank,43947.96,Amos Kunze Strosin,Online Services,Guernsey,ECOM
28,3f250943-d167-405e-8fc6-e48249778db7,11e98bd5-ede8-4639-8287-4ae0b378818f,Elfriede Champlin Nitzsche,Archaic Small Time Bank,486793.52,Fabian Smith Frami V,Health Care,Qatar,CONTACTLESS
29,79f07895-a35d-4660-ac9e-c6ebfaccddf7,dcb0bd15-1d03-4d1a-a04a-86f0404bc3b3,Mr. Alyson Turner Mosciski,Archaic Big Bank,206280.37,Concepcion Bayer Fay,Fuel,South Africa,MAGNETIC STRIPE
30,33e535c9-9a54-4171-844e-5406e906f9bd,14cffde5-9806-45f1-815d-6a7804a8b3b3,Dallas Collier Bednar,Challenger Bank,139232.51,Cher McDermott Prosacco,Fast Food,Japan,CHIP AND PIN
31,9961ec2d-c7dc-4cdf-b719-e687be8a91ff,dcb0bd15-1d03-4d1a-a04a-86f0404bc3b3,Mr. Alyson Turner Mosciski,Archaic Big Bank,309508.09,Miss Clora Schmidt Reinger,Online Services,British Virgin Islands,MAGNETIC STRIPE
32,58212dc3-16af-40d6-813a-82e29df06426,da718ba2-42e4-496e-a730-1d9f7c0aa3f0,Mr. Benton Hayes Kulas,Unknown Bank,215451.06,Amos Kunze Strosin,Online Services,Liberia,CHIP AND PIN
33,fbebd3a0-deb3-4dc7-9de4-69c9066e76fc,404c9a47-c34e-479f-a12a-99aaba68a4e1,Miss Richie Hayes Wilderman,Shady Bank,215741.68,Milagro Hane Funk,Clothing,Latvia,CONTACTLESS
34,cbb9db10-b390-4f8c-973e-db76aa7e5631,0accc3de-98ed-4d21-a6a9-7730bc61201a,Leisa Carroll Goldner,Archaic Small Time Bank,700337.1,Milagro Hane Funk,Clothing,Uganda,CHIP AND PIN
35,20a88da5-046f-4c41-acaf-2314275bb3d2,9ea8521a-e1bd-404e-8a92-0d6f66e7e727,Hilaria Cormier Spencer,Challenger Bank,597174.84,Milagro Hane Funk,Clothing,Hong Kong,MAGNETIC STRIPE
36,014fccd6-16ea-4d03-9fb6-af8cbbd3cc74,e4468890-adbb-4c79-bc5b-bf103fe83946,Verna Hagenes Hackett,Unknown Bank,876675.31,Juliana Bauch Bernier,Fast Food,Canada,CONTACTLESS
37,36ef16f2-fd1d-4691-98be-9e20de08bde0,53e1939b-7f5f-4f08-bd0a-504ee6a711c6,Carli Collier Rosenbaum,Archaic Big Bank,18896.25,Concepcion Bayer Fay,Fuel,Malta,MAGNETIC STRIPE
38,ea998f51-d434-4307-937f-409c57022e59,ba216bc7-4014-429b-a736-eaff161e06c0,Charley Boyer Harber,Shady Bank,-463610.55,Miss Clora Schmidt Reinger,Online Services,Kiribati,ECOM
39,aac05558-d058-46f2-af2b-a3146e705d31,7d9ed078-66aa-497b-a274-08022d5748f6,Oscar Paucek Kuphal PhD,Challenger Bank,885837.21,Milagro Hane Funk,Clothing,Bonaire,ECOM
40,0faeebe7-c9b2-443d-b8e7-dcb801d1c523,0ce2dde3-4db7-414a-834d-15249f6c89ce,Verlie Beahan Effertz,Archaic Small Time Bank,155345.03,Ellyn Tillman Gulgowski III,Supermarket,Christmas Island,MAGNETIC STRIPE
41,f11b152a-7c61-488d-9157-0405bb5985ee,404c9a47-c34e-479f-a12a-99aaba68a4e1,Miss Richie Hayes Wilderman,Shady Bank,41561.68,Cher McDermott Prosacco,Fast Food,Netherlands,ECOM
42,44b6a6b4-8ed0-4c4d-afa0-14b8ee838213,ba216bc7-4014-429b-a736-eaff161e06c0,Charley Boyer Harber,Shady Bank,463610.55,Miss Clora Schmidt Reinger,Online Services,Kiribati,ECOM
43,ce3424cc-ae11-49f6-a8ba-7f7a5ec85460,f5224813-00d7-45d2-866d-e93d54c2250c,Jerold Spencer Simonis,Unknown Bank,700171.26,Cher McDermott Prosacco,Fast Food,Andorra,MAGNETIC STRIPE
44,3f094522-3dc5-48da-a3a8-b883759883e0,d05f790a-3f43-49d8-b4d3-5868d7c70427,Pedro Rath Parisian,Unknown Bank,370498.2,Cher McDermott Prosacco,Fast Food,Belize,ECOM
45,f5c75c4c-6145-48f3-b483-1e58f46d9b5b,50f925f4-3e05-4ab0-bb7d-3e8efb1703c2,Miss Kandy Mayer Romaguera,Unknown Bank,984792.05,Octavia Braun Rice IV,Supermarket,Vietnam,CONTACTLESS
46,f9a2cb0c-67c1-4f86-afa4-ed079279a311,76fca4ca-c2b0-45ce-98a3-6e22ce24a3d9,Dr. Blaine Parker Marks,Archaic Big Bank,331706.93,Ellyn Tillman Gulgowski III,Supermarket,Gambia,MAGNETIC STRIPE
47,396a5247-209e-4fb9-a616-be5cc5d4f9f4,7f793e70-5d88-4e30-b456-47086fc032f2,Lloyd Hilll Welch,Shady Bank,933072.33,Miss Clora Schmidt Reinger,Online Services,Uganda,CHIP AND PIN
48,99572fe8-011f-452d-9a9c-32982b00fc32,a0fa1467-aa5c-4c6a-b4e6-b45f4d93328f,Raeann Volkman Boyer,Shady Bank,902136.83,Concepcion Bayer Fay,Fuel,Aruba,MAGNETIC STRIPE
49,47d8eb67-82c8-4d16-b8a9-28fef03963b9,7c230b48-014b-41be-904a-1cba5f654529,Sophia Jacobs Bosco,Unknown Bank,201418.97,Octavia Braun Rice IV,Supermarket,Cayman Islands,CONTACTLESS
50,f6c4a95c-8c9f-48c6-973c-07190b39dcc9,3fda35bc-02a7-4d25-813b-f783ca076c94,Miss Jaquelyn Kohler Block,Cobol Systems Bank,558213.21,Ellyn Tillman Gulgowski III,Supermarket,Uganda,CONTACTLESS
51,eceae639-3bde-45fe-bff8-7280a840eb6c,2ac63d5e-e10e-4ae4-9fce-2792644fca73,Kennith Moore Hauck,Archaic Small Time Bank,440774.51,Miss Clora Schmidt Reinger,Online Services,Isle of Man,CONTACTLESS
52,8e9d1565-cb2e-46c6-b11b-7f02b6a266fd,38177971-ab0b-4fd4-8099-0220ee1ebffa,Janis Ferry Little,Shady Bank,709685.99,Juliana Bauch Bernier,Fast Food,Panama,MAGNETIC STRIPE
53,35a3f4ac-79cd-4c21-8dbe-d35ad6fdc468,2ac63d5e-e10e-4ae4-9fce-2792644fca73,Kennith Moore Hauck,Archaic Small Time Bank,998512.56,Concepcion Bayer Fay,Fuel,Azerbaijan,CHIP AND PIN
54,3260f832-33df-465a-9049-242d1d2aca44,7c230b48-014b-41be-904a-1cba5f654529,Sophia Jacobs Bosco,Unknown Bank,-201418.97,Octavia Braun Rice IV,Supermarket,Cayman Islands,CONTACTLESS
55,d13d3997-6fd3-459e-ba50-0aceab33a385,9d485eea-28d5-417d-b87a-5208f83cebb5,Barbera Kunze Langworth IV,Unknown Bank,-410191.4,Octavia Braun Rice IV,Supermarket,Guyana,ECOM
56,84e5f960-cf2b-4335-9976-1adc3aa938aa,fd47ec79-e781-4051-b2b4-ae481e3d9d4e,Carylon Blick Lockman Jr.,Shady Bank,831335.42,Juliana Bauch Bernier,Fast Food,Saint Martin (French part),CHIP AND PIN
57,d4ce8aae-f7b4-436a-8733-3daea7b6baed,9d485eea-28d5-417d-b87a-5208f83cebb5,Barbera Kunze Langworth IV,Unknown Bank,410191.4,Octavia Braun Rice IV,Supermarket,Guyana,ECOM
58,cea0e0e0-8eee-41c8-8e20-83d17e3c2776,e3a905d0-d131-4ca4-9f91-252940e6c0d4,Marya Thiel Armstrong PhD,Challenger Bank,-666550.25,Stan Simonis Welch,Clothing,Central African Republic,MAGNETIC STRIPE
59,0c33c1b7-78eb-46b3-a990-c6ac1eb226ee,aef74b85-11a9-422a-969d-65d619bf73a3,Monty Rutherford Kohler Jr.,Archaic Small Time Bank,660591.39,Stan Simonis Welch,Clothing,Saint Pierre and Miquelon,ECOM
60,dae904d0-f7c7-44b0-9dc6-7f9dd571ecfc,977a9cfb-2c1f-443f-abe1-7e859e5f1c02,Dudley Wunsch Pouros,Archaic Big Bank,985527.91,Ellyn Tillman Gulgowski III,Supermarket,Iceland,ECOM
61,32c08b27-cc88-4370-83f5-1dfe589413ef,0a2dad1a-c756-4c23-a7eb-4dd3c4ca092a,Matilde Romaguera Schultz PhD,Unknown Bank,-327964.19,Fabian Smith Frami V,Health Care,Haiti,CHIP AND PIN
62,8468f1fb-0604-41bb-8051-1e8d537283a2,5a4c6412-2e52-4d6a-94d5-bb5f334b8863,Mr. Nakita Watsica Hermann,Cobol Systems Bank,50939.61,Ellyn Tillman Gulgowski III,Supermarket,Fiji,CHIP AND PIN
63,c41995fa-7af7-4c8c-a0be-06041495dbcc,7c230b48-014b-41be-904a-1cba5f654529,Sophia Jacobs Bosco,Unknown Bank,347193.81,Octavia Braun Rice IV,Supermarket,Denmark,CHIP AND PIN
64,79c0fd0a-c605-4a26-b7c6-1992a5b3b774,4c20647c-c769-44b9-8f7a-c19d7e70cf4d,Boris Dickinson O'Keefe,Archaic Small Time Bank,324026.41,Cher McDermott Prosacco,Fast Food,American Samoa,CHIP AND PIN
65,13aefb06-f59e-44ff-a33e-da99e440824f,76fca4ca-c2b0-45ce-98a3-6e22ce24a3d9,Dr. Blaine Parker Marks,Archaic Big Bank,397584.47,Octavia Braun Rice IV,Supermarket,Argentina,ECOM
66,afd2a775-cd1d-4b42-8566-6b20fb4c60ee,4c20647c-c769-44b9-8f7a-c19d7e70cf4d,Boris Dickinson O'Keefe,Archaic Small Time Bank,802561.78,Ellyn Tillman Gulgowski III,Supermarket,Argentina,CONTACTLESS
67,bc7f96b0-747e-4719-880c-8d6d2ac2e5d6,0a2dad1a-c756-4c23-a7eb-4dd3c4ca092a,Matilde Romaguera Schultz PhD,Unknown Bank,327964.19,Fabian Smith Frami V,Health Care,Haiti,CHIP AND PIN
68,68333ff8-3836-4b59-b077-4df58104866f,e3a905d0-d131-4ca4-9f91-252940e6c0d4,Marya Thiel Armstrong PhD,Challenger Bank,666550.25,Stan Simonis Welch,Clothing,Central African Republic,MAGNETIC STRIPE
69,60a85843-2895-4a85-ab38-7630c3acc797,7f793e70-5d88-4e30-b456-47086fc032f2,Lloyd Hilll Welch,Shady Bank,609498.3,Octavia Braun Rice IV,Supermarket,Togo,ECOM
70,eac6b7d5-2a09-485b-b4c5-69f4863f3ade,5ee0996f-51b5-404a-b604-00bc307ad1ae,Ethel Harvey Osinski MD,Cobol Systems Bank,302870.58,Stan Simonis Welch,Clothing,Seychelles,CHIP AND PIN
71,6a5ee4db-befd-44f0-a0fd-1c4dfb8c7c65,76fca4ca-c2b0-45ce-98a3-6e22ce24a3d9,Dr. Blaine Parker Marks,Archaic Big Bank,-423553.4,Amos Kunze Strosin,Online Services,Saint Kitts and Nevis,ECOM
72,3ae50f7e-d76a-449a-b5c1-34d4ecc6f6d7,95b796d6-c89b-48ae-8cbd-7119046a7ae2,Dexter Zboncak Leannon DDS,Archaic Small Time Bank,185775.57,Miss Clora Schmidt Reinger,Online Services,Egypt,ECOM
73,0af2e8bd-beb1-40ca-9701-3bf74e9e5093,a1e49058-af4d-42c2-8463-1e3877507eab,Stacy Armstrong Kuvalis,Unknown Bank,605378.22,Juliana Bauch Bernier,Fast Food,Kyrgyzstan,CONTACTLESS
74,d327190b-3278-4bd0-8537-55c101fe899c,a5c90fff-5a63-4d96-9f0c-c12509113e90,Nakia Corwin Little,Archaic Big Bank,578800.94,Stan Simonis Welch,Clothing,Faroe Islands,ECOM
75,33b9cf76-ec6a-4f93-b26e-419fcf43f762,76fca4ca-c2b0-45ce-98a3-6e22ce24a3d9,Dr. Blaine Parker Marks,Archaic Big Bank,423553.4,Amos Kunze Strosin,Online Services,Saint Kitts and Nevis,ECOM
76,6684e4fa-f5c8-4658-a4b5-ded805c8d47b,01ebb254-1e18-4caa-be75-ec77f79088a5,Abe Jacobi DuBuque II,Archaic Small Time Bank,21498.57,Octavia Braun Rice IV,Supermarket,Pakistan,CHIP AND PIN
77,f8050994-45af-4d3a-a48b-869b024dcb85,d64754cb-f9dd-4e9f-ac91-9cce5ba69a4a,Laverne Borer Shanahan,Archaic Small Time Bank,836466.52,Stan Simonis Welch,Clothing,Suriname,CONTACTLESS
78,472cd7c0-0eee-4fd3-8d7b-00514cfb34fc,81a69751-a910-4aa9-a51b-0f3581b80c64,Dr. Celine Treutel Morissette,Challenger Bank,997601.45,Milagro Hane Funk,Clothing,Antigua and Barbuda,ECOM
79,62132ab9-d7ec-4ef1-b307-99b379bb035b,01ebb254-1e18-4caa-be75-ec77f79088a5,Abe Jacobi DuBuque II,Archaic Small Time Bank,707432.19,Milagro Hane Funk,Clothing,British Indian Ocean Territory,CHIP AND PIN
80,d8a62ef4-4e12-458f-903c-3c1588a7ec1c,eb39a2ae-b8ad-4670-969d-28df20a1f301,Palma Crist Conn,Unknown Bank,640933.58,Cher McDermott Prosacco,Fast Food,Saint Martin (French part),MAGNETIC STRIPE
81,1c2a3264-357c-490d-9e72-f50dd6dfcd2f,d64754cb-f9dd-4e9f-ac91-9cce5ba69a4a,Laverne Borer Shanahan,Archaic Small Time Bank,-836466.52,Stan Simonis Welch,Clothing,Suriname,CONTACTLESS
82,382cc755-885d-49a7-b4a2-b2ac2b4d7c76,fdab377d-a31f-41a6-a2a2-b09d6c488809,Julio Haag Pacocha DDS,Shady Bank,-860806.67,Milagro Hane Funk,Clothing,Bulgaria,MAGNETIC STRIPE
83,7a976364-bfe1-44b3-a7c4-5786d7ce9b0c,a0fa1467-aa5c-4c6a-b4e6-b45f4d93328f,Raeann Volkman Boyer,Shady Bank,755099.42,Fabian Smith Frami V,Health Care,Curaçao,CHIP AND PIN
84,1272f0a1-7730-4070-87e0-d87a65aa919f,13d4187f-44a1-43e1-8beb-1627495a03a4,Sung Hermiston Welch,Challenger Bank,375633.73,Ellyn Tillman Gulgowski III,Supermarket,Nigeria,CHIP AND PIN
85,980c3153-635d-4f57-b920-812b2bbf79ae,75bb9e79-fe49-4244-a96e-d120da88aab4,Kerrie Hickle Hodkiewicz,Archaic Big Bank,632980.3,Juliana Bauch Bernier,Fast Food,Montserrat,CONTACTLESS
86,1e17de17-eeda-4110-997f-da21021c4772,70dc1e47-5f18-4d2e-b1e4-d35a422aabeb,Sherie Nitzsche Cassin DVM,Archaic Big Bank,781473.56,Stan Simonis Welch,Clothing,Mauritius,ECOM
87,31428325-d72d-4b7f-a8db-09f298759f5c,fdab377d-a31f-41a6-a2a2-b09d6c488809,Julio Haag Pacocha DDS,Shady Bank,860806.67,Milagro Hane Funk,Clothing,Bulgaria,MAGNETIC STRIPE
88,e7624a4f-2164-4e71-a8ef-307df505c26c,01ebb254-1e18-4caa-be75-ec77f79088a5,Abe Jacobi DuBuque II,Archaic Small Time Bank,417169.4,Fabian Smith Frami V,Health Care,Cyprus,CHIP AND PIN
89,dbdbee8b-7d14-423a-a656-00a8fcfa1b12,d1df8816-bdb5-4bac-a579-9dca4bbb127a,Frankie Fahey Rowe,Archaic Big Bank,-454743.36,Ellyn Tillman Gulgowski III,Supermarket,Aruba,CONTACTLESS
90,c4f27e9b-fbc0-4945-bb5f-01d5d57d16c7,7f793e70-5d88-4e30-b456-47086fc032f2,Lloyd Hilll Welch,Shady Bank,908620.1,Amos Kunze Strosin,Online Services,Luxembourg,CHIP AND PIN
91,934c8de4-8939-4cd9-bb82-cb3c9b4d8d9f,aef74b85-11a9-422a-969d-65d619bf73a3,Monty Rutherford Kohler Jr.,Archaic Small Time Bank,790786.54,Miss Clora Schmidt Reinger,Online Services,Madagascar,CONTACTLESS
92,fd1e9ea6-c321-4b39-aac1-c50868851a74,b7a4f607-0e5d-4c39-afe7-b40833ac5f72,Latoyia Batz Huels,Challenger Bank,603869.55,Cher McDermott Prosacco,Fast Food,Samoa,MAGNETIC STRIPE
93,d5e42dcd-f5df-4eba-b26f-8113349226d6,75bb9e79-fe49-4244-a96e-d120da88aab4,Kerrie Hickle Hodkiewicz,Archaic Big Bank,-632980.3,Juliana Bauch Bernier,Fast Food,Montserrat,CONTACTLESS
94,d164c2df-4337-4a03-ab9f-f3a70795c831,d1df8816-bdb5-4bac-a579-9dca4bbb127a,Frankie Fahey Rowe,Archaic Big Bank,454743.36,Ellyn Tillman Gulgowski III,Supermarket,Aruba,CONTACTLESS
95,157be09c-15b4-4728-8886-161f920ea4e1,3f164969-5be6-4e4e-af80-12ba5fd4d509,Ms. Jacques Ondricka Price,Challenger Bank,229067.92,Cher McDermott Prosacco,Fast Food,France,CHIP AND PIN
96,cd29e92b-cc61-41fe-99cc-4a900d05a908,8b13c89f-469c-4e5b-8f61-fe22b46136b5,Rickie Lehner Heathcote,Unknown Bank,369275.53,Cher McDermott Prosacco,Fast Food,French Polynesia,CHIP AND PIN
97,4ad1cd7c-66ae-431a-a0ce-c2ca8cb1c786,84fc4472-58ec-4169-8d48-e9f6ec79d11c,Jorge Klocko Russel PhD,Shady Bank,224468.53,Fabian Smith Frami V,Health Care,San Marino,CHIP AND PIN
98,4e7df222-4f6e-47ee-a5bd-b87a39051266,5ee0996f-51b5-404a-b604-00bc307ad1ae,Ethel Harvey Osinski MD,Cobol Systems Bank,632237.11,Cher McDermott Prosacco,Fast Food,Comoros,MAGNETIC STRIPE
99,15362c1a-54f4-4ac1-b153-6cb17e278564,cf94f1da-fed2-49f7-9996-8710ecb324a4,Antone Rath Lebsack Jr.,Archaic Small Time Bank,231473.77,Cher McDermott Prosacco,Fast Food,Vietnam,MAGNETIC STRIPE
100,3bfa4723-73a2-4b22-bac6-24bf0903bb4a,11e98bd5-ede8-4639-8287-4ae0b378818f,Elfriede Champlin Nitzsche,Archaic Small Time Bank,878250.27,Miss Clora Schmidt Reinger,Online Services,Afghanistan,ECOM
101,f8b96563-12df-4344-91d0-edbdafd1ce5d,480b613d-0695-4120-8f03-5e20f0f41e22,Odilia Watsica Legros,Unknown Bank,516023.53,Miss Clora Schmidt Reinger,Online Services,Guyana,MAGNETIC STRIPE
102,c8edf1b0-4927-4300-aad1-1a412caf7048,dcb0bd15-1d03-4d1a-a04a-86f0404bc3b3,Mr. Alyson Turner Mosciski,Archaic Big Bank,782787.91,Juliana Bauch Bernier,Fast Food,Serbia,CHIP AND PIN
103,b202266d-ea3f-40aa-abb6-fc1246f5f974,0a2dad1a-c756-4c23-a7eb-4dd3c4ca092a,Matilde Romaguera Schultz PhD,Unknown Bank,643666.57,Fabian Smith Frami V,Health Care,Estonia,MAGNETIC STRIPE
104,883dabbb-7291-4b49-8d0c-8e696f54e58d,f5224813-00d7-45d2-866d-e93d54c2250c,Jerold Spencer Simonis,Unknown Bank,698536.27,Miss Clora Schmidt Reinger,Online Services,Palau,CHIP AND PIN
105,3ff38d90-6c5a-4cb1-8827-0b190ebd6fee,73996c9b-3b18-4e96-b284-20114afd788d,Layla Wuckert Labadie MD,Shady Bank,704002.3,Amos Kunze Strosin,Online Services,Guyana,ECOM
106,99dbbe84-e114-41ea-85e0-3f0f54fed460,73996c9b-3b18-4e96-b284-20114afd788d,Layla Wuckert Labadie MD,Shady Bank,-704002.3,Amos Kunze Strosin,Online Services,Guyana,ECOM
107,663b470d-9445-49d0-9b78-2050a5b76cc6,14cffde5-9806-45f1-815d-6a7804a8b3b3,Dallas Collier Bednar,Challenger Bank,50314.52,Concepcion Bayer Fay,Fuel,Malawi,CHIP AND PIN
108,63535d89-d61c-4014-8ef6-8e331f55663b,3fda35bc-02a7-4d25-813b-f783ca076c94,Miss Jaquelyn Kohler Block,Cobol Systems Bank,501269.16,Cher McDermott Prosacco,Fast Food,Montserrat,MAGNETIC STRIPE
109,f2f9da74-0964-4a19-9835-5a2e73068279,dd9e4755-cb2b-4cc5-b946-c66f7005cef7,Nenita Metz Littel,Shady Bank,108083.4,Ellyn Tillman Gulgowski III,Supermarket,United States,CONTACTLESS
110,dc33a67d-e028-4bd5-99a6-5a6722af76d3,404c9a47-c34e-479f-a12a-99aaba68a4e1,Miss Richie Hayes Wilderman,Shady Bank,515646.07,Cher McDermott Prosacco,Fast Food,Togo,CHIP AND PIN
111,92eb0820-5045-42a8-ac9e-73a02c55ef94,13d4187f-44a1-43e1-8beb-1627495a03a4,Sung Hermiston Welch,Challenger Bank,258410.37,Fabian Smith Frami V,Health Care,Latvia,CONTACTLESS
112,4233bd68-6410-4824-9a67-6be2fa335449,11e98bd5-ede8-4639-8287-4ae0b378818f,Elfriede Champlin Nitzsche,Archaic Small Time Bank,933510.79,Juliana Bauch Bernier,Fast Food,Samoa,CONTACTLESS
113,8f53b3ca-1d3b-4e39-9b50-a0764516d39a,9ea8521a-e1bd-404e-8a92-0d6f66e7e727,Hilaria Cormier Spencer,Challenger Bank,874121.91,Cher McDermott Prosacco,Fast Food,Poland,ECOM
114,2665f020-815f-40c5-9c2b-6503212de485,a0fa1467-aa5c-4c6a-b4e6-b45f4d93328f,Raeann Volkman Boyer,Shady Bank,780210.15,Fabian Smith Frami V,Health Care,Niger,CHIP AND PIN
115,aeb9bf7e-db16-40bb-a7b7-df0e6873ec03,4ed5a14f-8e26-480f-9357-72cc762dd0c2,Barney Parker Will,Archaic Small Time Bank,680331.21,Fabian Smith Frami V,Health Care,Moldova,MAGNETIC STRIPE
